experiment_id,model,task,example_id,prediction,ground_truth,is_correct,latency_ms,timestamp
phi4_local_baseline_classification,phi4,classification,0,getting_spare_card,card_arrival,False,12471.523,2026-02-06T19:27:39.046451
phi4_local_baseline_classification,phi4,classification,1,card_delivery_estimate,card_arrival,False,6975.272999999999,2026-02-06T19:27:46.021791
phi4_local_baseline_classification,phi4,classification,2,card_delivery_estimate,card_arrival,False,7897.026999999999,2026-02-06T19:27:53.918873
phi4_local_baseline_classification,phi4,classification,3,card_delivery_estimate,card_arrival,False,5794.7660000000005,2026-02-06T19:27:59.713691
phi4_local_baseline_classification,phi4,classification,4,card_delivery_estimate,card_arrival,False,6813.7699999999995,2026-02-06T19:28:06.527523
phi4_local_baseline_classification,phi4,classification,5,card_delivery_estimate,card_arrival,False,7125.8679999999995,2026-02-06T19:28:13.653448
phi4_local_baseline_classification,phi4,classification,6,card_delivery_estimate,card_arrival,False,6999.5,2026-02-06T19:28:20.652994
phi4_local_baseline_classification,phi4,classification,7,card_arrival,card_arrival,True,7679.112,2026-02-06T19:28:28.332167
phi4_local_baseline_classification,phi4,classification,8,card_delivery_estimate,card_arrival,False,6096.777999999999,2026-02-06T19:28:34.428993
phi4_local_baseline_classification,phi4,classification,9,card_delivery_estimate,card_arrival,False,5363.042,2026-02-06T19:28:39.792076
phi4_local_baseline_classification,phi4,classification,10,card_delivery_estimate,card_arrival,False,7776.103,2026-02-06T19:28:47.568214
phi4_local_baseline_classification,phi4,classification,11,card_delivery_estimate,card_arrival,False,7930.11,2026-02-06T19:28:55.498396
phi4_local_baseline_classification,phi4,classification,12,card_delivery_estimate,card_arrival,False,7101.781,2026-02-06T19:29:02.600231
phi4_local_baseline_classification,phi4,classification,13,card_delivery_estimate,card_arrival,False,5969.184,2026-02-06T19:29:08.569470
phi4_local_baseline_classification,phi4,classification,14,card_delivery_estimate,card_arrival,False,7873.302,2026-02-06T19:29:16.442854
phi4_local_baseline_classification,phi4,classification,15,card_delivery_estimate,card_arrival,False,7360.121999999999,2026-02-06T19:29:23.803036
phi4_local_baseline_classification,phi4,classification,16,card_delivery_estimate,card_arrival,False,7349.615,2026-02-06T19:29:31.152714
phi4_local_baseline_classification,phi4,classification,17,card_delivery_estimate,card_arrival,False,6731.16,2026-02-06T19:29:37.883935
